27,2015-04-14 19:39:54 UTC,unlabeled,Needs Review
59,2015-04-05 19:12:41 UTC,unlabeled,Needs Review
59,2015-04-05 19:12:41 UTC,labeled,Merged
59,2015-04-05 18:19:04 UTC,labeled,Needs Review
59,2015-04-05 18:18:13 UTC,labeled,Report
59,2015-04-05 18:18:13 UTC,labeled,Group Work
56,2015-04-04 18:42:40 UTC,labeled,Tests
56,2015-04-04 18:42:40 UTC,labeled,Ruby
55,2015-04-04 18:41:59 UTC,labeled,Tests
55,2015-04-04 18:41:59 UTC,labeled,Ruby
11,2015-04-04 18:36:38 UTC,unlabeled,Needs Review
11,2015-04-04 18:36:38 UTC,labeled,Merged
19,2015-04-04 18:34:08 UTC,unlabeled,Needs Review
19,2015-04-04 18:34:08 UTC,labeled,Merged
14,2015-04-04 18:34:01 UTC,unlabeled,Needs Review
14,2015-04-04 18:34:01 UTC,labeled,Merged
13,2015-04-04 18:33:50 UTC,unlabeled,Awaiting Developer's Feedback
13,2015-04-04 18:33:50 UTC,labeled,Merged
54,2015-04-04 18:32:10 UTC,labeled,Presentation
54,2015-04-04 18:32:10 UTC,labeled,Group Work
48,2015-04-03 18:13:05 UTC,unlabeled,Ready for Merge
48,2015-04-03 18:13:05 UTC,labeled,Merged
48,2015-04-03 18:12:04 UTC,unlabeled,Needs Review
48,2015-04-03 18:11:56 UTC,labeled,Ready for Merge
48,2015-04-03 18:10:55 UTC,labeled,Needs Review
12,2015-04-03 17:57:45 UTC,unlabeled,Needs Review
12,2015-04-03 17:57:45 UTC,labeled,Merged
12,2015-04-03 15:37:46 UTC,labeled,Needs Review
13,2015-04-03 15:27:02 UTC,unlabeled,Needs Review
13,2015-04-03 15:27:02 UTC,labeled,Awaiting Developer's Feedback
13,2015-04-03 15:27:02 UTC,labeled,Javascript
49,2015-04-03 06:52:14 UTC,unlabeled,Ready for Merge
49,2015-04-03 06:52:05 UTC,labeled,Merged
49,2015-04-03 06:51:36 UTC,unlabeled,Needs Review
49,2015-04-03 06:51:36 UTC,labeled,Ready for Merge
19,2015-04-03 03:46:09 UTC,labeled,Needs Review
14,2015-04-03 03:45:35 UTC,labeled,Needs Review
13,2015-04-03 03:45:21 UTC,labeled,Needs Review
49,2015-04-03 02:42:45 UTC,labeled,Group Work
49,2015-04-03 02:26:40 UTC,labeled,Report
49,2015-04-03 02:26:40 UTC,labeled,Needs Review
49,2015-04-03 02:26:40 UTC,labeled,Research
9,2015-04-02 22:52:04 UTC,unlabeled,Awaiting Developer's Feedback
9,2015-04-02 22:51:54 UTC,unlabeled,question
9,2015-04-02 22:51:54 UTC,unlabeled,Needs Review
9,2015-04-02 22:51:54 UTC,labeled,Awaiting Developer's Feedback
44,2015-04-02 22:46:37 UTC,unlabeled,Ready for Merge
44,2015-04-02 22:46:28 UTC,labeled,Merged
44,2015-04-02 22:45:26 UTC,unlabeled,Awaiting Developer's Feedback
48,2015-04-02 22:28:37 UTC,labeled,Javascript
9,2015-04-02 22:11:00 UTC,labeled,Needs Review
44,2015-04-02 22:05:40 UTC,unlabeled,Needs Review
44,2015-04-02 22:05:40 UTC,labeled,Awaiting Developer's Feedback
44,2015-04-02 22:05:40 UTC,labeled,Ready for Merge
45,2015-04-02 21:24:12 UTC,labeled,Merged
43,2015-04-02 21:24:12 UTC,labeled,Merged
18,2015-04-02 21:21:00 UTC,unlabeled,Awaiting Developer's Feedback
