1,1423601865,labeled,Research
2,1423601966,labeled,Research
1,1423602729,labeled,Ruby
2,1423602739,labeled,clojure
3,1423602825,labeled,Ruby
3,1423602825,labeled,clojure
3,1423607411,labeled,prototype
4,1424318968,labeled,Research
5,1424319015,labeled,Research
6,1424319055,labeled,question
6,1424319055,labeled,Prototype
6,1424319055,labeled,Ruby
7,1424319076,labeled,question
7,1424319076,labeled,Prototype
7,1424319076,labeled,Clojure
8,1424319155,labeled,Research
8,1424319155,labeled,Group Work
9,1424319265,labeled,Prototype
9,1424319265,labeled,Ruby
10,1424321207,labeled,Group Work
10,1424321207,labeled,Process
10,1424321207,labeled,Milestone
11,1424321274,labeled,Group Work
11,1424321274,labeled,Milestone
3,1424321311,assigned,""
3,1424321337,unassigned,""
3,1424321337,assigned,""
3,1424321353,unassigned,""
3,1424321353,assigned,""
9,1424321353,assigned,""
9,1424321368,unassigned,""
9,1424321368,assigned,""
8,1424321439,assigned,""
6,1424321457,assigned,""
7,1424321471,assigned,""
5,1424321489,assigned,""
10,1424321603,milestoned,""
10,1424321603,milestoned,""
10,1424321623,unlabeled,Milestone
11,1424321623,unlabeled,Milestone
11,1424321675,milestoned,""
11,1424321675,milestoned,""
1,1424321836,milestoned,""
1,1424321836,milestoned,""
2,1424321836,milestoned,""
2,1424321836,milestoned,""
3,1424321836,milestoned,""
3,1424321836,milestoned,""
9,1424321836,milestoned,""
9,1424321836,milestoned,""
12,1424322061,labeled,Ruby
12,1424322061,labeled,Clojure
12,1424322115,milestoned,""
12,1424322115,milestoned,""
13,1424322285,labeled,Tests
13,1424322421,milestoned,""
13,1424322421,milestoned,""
4,1424322548,milestoned,""
4,1424322548,milestoned,""
5,1424322548,milestoned,""
5,1424322548,milestoned,""
6,1424322548,milestoned,""
6,1424322548,milestoned,""
7,1424322548,milestoned,""
7,1424322548,milestoned,""
8,1424322548,milestoned,""
8,1424322548,milestoned,""
10,1424322719,renamed,""
11,1424322759,renamed,""
14,1424322840,labeled,Tests
14,1424322864,milestoned,""
14,1424322864,milestoned,""
15,1424323065,labeled,Results
15,1424323065,milestoned,""
15,1424323091,renamed,""
3,1424323757,unlabeled,Ruby
3,1424323766,renamed,""
16,1424323975,labeled,Results
16,1424323975,milestoned,""
4,1424324010,assigned,""
17,1424324325,labeled,Research
17,1424324325,milestoned,""
18,1424324524,labeled,Ruby
18,1424324524,labeled,Clojure
19,1424324582,labeled,Tests
19,1424324582,milestoned,""
18,1424324595,milestoned,""
18,1424324595,milestoned,""
20,1424324627,labeled,Research
20,1424324627,milestoned,""
19,1424324646,renamed,""
18,1424324662,renamed,""
16,1424324679,labeled,Research
20,1424324690,labeled,Results
15,1424324709,labeled,Research
21,1424324768,labeled,Research
21,1424324768,labeled,Results
21,1424324808,milestoned,""
21,1424324808,milestoned,""
5,1424368280,closed,""
4,1424368331,closed,""
10,1424370722,closed,""
17,1424372654,assigned,""
15,1424372721,labeled,Group Work
9,1424372762,unassigned,""
9,1424372762,assigned,""
17,1424383544,unassigned,""
17,1424383544,assigned,""
17,1424383633,mentioned,""
17,1424383633,subscribed,""
23,1424383828,mentioned,""
23,1424383828,subscribed,""
23,1424383828,mentioned,""
23,1424383828,subscribed,""
23,1424383831,assigned,""
7,1424384275,renamed,""
23,1424384883,labeled,Research
8,1424569479,unassigned,""
8,1424569479,assigned,""
